question,label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
how do you approach understanding information from various perspectives?,1,1,9,33.38,92.24,99,,9,55.56,100,55.56,44.44,11.11,11.11,0,0,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,0,11.11,11.11,11.11,0,0,0,0,55.56,0,55.56,44.44,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
grasp the meaning behind the abstract concepts presented in the philosophy text.,1,1,12,99,,99,,12,41.67,83.33,50,41.67,0,0,0,0,0,0,0,0,25,25,0,16.67,0,0,0,0,8.33,0,0,0,0,0,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,16.67,8.33,0,8.33,0,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
translate your knowledge of technology to analyze this cybersecurity breach.,1,1,10,89.52,99,63.35,,10,50,80,40,40,20,10,0,0,10,0,0,10,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
interpret the market trends to make investment decisions.,1,1,8,99,,89.39,,8,37.5,87.5,37.5,25,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,37.5,0,37.5,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,25,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
compare the leadership styles of two prominent figures and contrast their effectiveness.,1,1,12,89.52,40.06,89.39,99,12,50,91.67,58.33,41.67,8.33,8.33,0,0,0,0,8.33,0,25,8.33,8.33,8.33,0,0,8.33,0,0,16.67,8.33,25,0,8.33,16.67,25,0,25,8.33,0,0,0,0,16.67,0,8.33,8.33,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
can you order these scientific observations to establish a causal relationship?,1,1,11,71.44,99,1,,11,36.36,81.82,63.64,45.45,18.18,9.09,0,0,9.09,0,0,9.09,18.18,9.09,0,9.09,9.09,0,0,0,9.09,18.18,0,18.18,9.09,0,9.09,18.18,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
group these artworks based on their artistic movements.,1,1,8,62.1,99,,,8,37.5,75,62.5,37.5,25,12.5,0,0,0,0,12.5,12.5,25,0,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
infer the causes of the sudden increase in air pollution levels.,1,1,11,99,,95.15,,11,18.18,72.73,63.64,36.36,0,0,0,0,0,0,0,0,18.18,18.18,0,18.18,0,0,0,0,9.09,9.09,9.09,0,0,0,0,18.18,0,18.18,9.09,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
predict the consequences of a fully remote workforce.,1,1,8,99,,15.38,,8,37.5,100,62.5,50,0,0,0,0,0,0,0,0,25,25,0,12.5,0,12.5,0,0,0,12.5,0,0,0,0,0,37.5,0,37.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,12.5,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
"when encountering complex historical narratives, how do you understand their significance?",1,1,11,1,99,99,,11,54.55,81.82,72.73,45.45,18.18,18.18,0,0,9.09,0,9.09,0,9.09,0,0,0,9.09,18.18,9.09,0,18.18,18.18,0,0,0,0,0,27.27,0,27.27,27.27,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,0,0,0,0,18.18,0,9.09,9.09,0,0,0,0
translate your understanding of anthropology to analyze this cultural practice.,1,1,10,89.52,99,63.35,,10,60,80,50,40,20,10,0,0,10,0,0,10,20,0,0,20,0,0,0,0,0,10,0,10,0,10,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
interpret the data from the psychological study to draw insights.,1,1,10,99,,63.35,,10,30,80,50,40,0,0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,10,0,0,0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
compare the political ideologies of two parties and contrast their policy proposals.,1,1,12,89.52,6.61,39.59,99,12,50,83.33,50,41.67,8.33,8.33,0,0,0,0,8.33,0,25,8.33,8.33,8.33,0,0,8.33,0,0,8.33,8.33,16.67,8.33,0,8.33,16.67,0,16.67,0,0,0,0,0,16.67,0,8.33,8.33,0,0,0,0,0,0,0,0,25,16.67,0,0,0,0,0,8.33,0,0,0,0,8.33,8.33,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
can you order these genetic markers to determine the genetic sequence?,1,1,11,71.44,99,5.07,,11,45.45,72.73,54.55,45.45,18.18,9.09,0,0,9.09,0,0,9.09,18.18,9.09,0,9.09,9.09,0,0,0,18.18,0,0,9.09,0,0,9.09,18.18,0,18.18,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0
group these literary works based on their genre.,1,1,8,62.1,99,,,8,12.5,75,62.5,37.5,25,12.5,0,0,0,0,12.5,12.5,25,0,0,12.5,0,0,0,0,25,0,0,12.5,0,12.5,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
infer the motivations behind a character's decision to leave their hometown.,1,1,11,99,99,99,,11,36.36,90.91,63.64,45.45,9.09,9.09,0,0,0,0,9.09,0,27.27,18.18,0,18.18,0,0,0,0,18.18,0,0,9.09,0,9.09,0,27.27,0,27.27,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,0,0,9.09,0,0
predict the consequences of a cashless society on small businesses.,1,1,10,99,89.5,,,10,50,100,50,40,0,0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,0,10,10,0,0,0,0,20,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0,0
how do you approach understanding information with conflicting viewpoints?,1,1,9,33.38,99,99,1,9,55.56,88.89,44.44,44.44,11.11,11.11,0,0,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,0,11.11,0,0,0,0,0,0,44.44,0,44.44,33.33,11.11,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
grasp the meaning behind the abstract painting's color palette.,1,1,9,99,,77.17,,9,44.44,66.67,33.33,33.33,0,0,0,0,0,0,0,0,22.22,22.22,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,11.11,0,0
translate your knowledge of international relations to analyze this diplomatic incident.,1,1,11,89.52,99,50.45,,11,63.64,81.82,54.55,36.36,18.18,9.09,0,0,9.09,0,0,9.09,18.18,0,0,18.18,0,0,0,0,0,9.09,0,0,0,0,0,18.18,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,0,9.09,0,0,0,9.09,0,0,0,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
interpret the trends in consumer behavior to inform marketing strategies.,1,1,10,99,89.5,98.38,,10,50,80,40,30,0,0,0,0,0,0,0,0,10,10,0,20,0,0,0,0,10,0,0,10,0,10,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,0,0,0,0,20,10,0,0,0,0,0,0,0,0,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
compare the educational systems of two countries and contrast their outcomes.,1,1,11,89.52,5.27,50.45,,11,54.55,81.82,54.55,45.45,9.09,9.09,0,0,0,0,9.09,0,27.27,9.09,9.09,9.09,0,0,9.09,0,0,9.09,9.09,0,0,0,0,27.27,0,27.27,0,9.09,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
can you order these steps in the scientific method to conduct a valid experiment?,1,1,14,96.35,97.11,2.36,,14,21.43,92.86,64.29,50,14.29,7.14,0,0,7.14,0,0,7.14,21.43,14.29,0,14.29,7.14,0,0,0,7.14,14.29,0,7.14,0,0,7.14,21.43,0,21.43,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,7.14,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0
group these elements based on their shared physical properties.,1,1,9,66.04,99,,,9,33.33,77.78,66.67,33.33,22.22,11.11,0,0,0,0,11.11,11.11,22.22,0,0,11.11,0,0,0,0,22.22,11.11,0,11.11,11.11,0,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,11.11,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
infer the factors contributing to the decline in employee morale.,1,1,10,99,89.5,63.35,,10,40,90,50,40,0,0,0,0,0,0,0,0,20,20,0,20,0,0,0,0,10,0,0,10,0,0,10,10,0,10,10,10,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,20,10,10,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
predict the consequences of widespread adoption of electric vehicles.,1,1,9,99,,,,9,66.67,77.78,33.33,33.33,0,0,0,0,0,0,0,0,11.11,11.11,0,22.22,0,0,0,0,0,0,0,0,0,0,0,22.22,0,22.22,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
"when dealing with complex legal cases, how do you understand the intricacies?",1,1,12,26.1,98.75,99,,12,33.33,83.33,75,50,8.33,8.33,0,0,8.33,0,0,0,8.33,8.33,0,8.33,8.33,16.67,8.33,0,16.67,16.67,0,8.33,0,0,8.33,25,0,25,25,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,16.67,0,8.33,8.33,0,0,0,0
translate your understanding of environmental science to analyze this ecological issue.,1,1,11,89.52,99,95.15,,11,54.55,72.73,36.36,36.36,18.18,9.09,0,0,9.09,0,0,9.09,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,18.18,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
interpret the data from the social survey to identify societal trends.,1,1,11,99,86.82,50.45,,11,27.27,72.73,45.45,36.36,0,0,0,0,0,0,0,0,18.18,18.18,0,18.18,0,0,0,0,0,9.09,0,0,0,0,0,18.18,0,18.18,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0
compare the economic policies of two historical eras and contrast their effects.,1,1,12,89.52,6.61,99,,12,50,91.67,50,41.67,8.33,8.33,0,0,0,0,8.33,0,25,8.33,8.33,8.33,0,0,8.33,0,0,8.33,8.33,0,0,0,0,25,0,25,8.33,8.33,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
can you order these historical speeches to create a narrative of change?,1,1,12,89.52,98.75,3.81,,12,25,91.67,66.67,50,16.67,8.33,0,0,8.33,0,0,8.33,16.67,8.33,0,16.67,8.33,0,0,0,16.67,8.33,0,16.67,0,8.33,8.33,16.67,0,16.67,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
group these species based on their evolutionary relationships.,1,1,8,62.1,99,,,8,37.5,75,50,37.5,25,12.5,0,0,0,0,12.5,12.5,25,0,0,12.5,0,0,0,0,12.5,0,0,12.5,12.5,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
how do you calculate the area of a triangle?,2,1,9,89.52,99,77.17,,9,22.22,88.89,77.78,66.67,11.11,11.11,0,0,11.11,0,0,0,22.22,22.22,0,11.11,11.11,11.11,0,0,11.11,0,11.11,0,0,0,0,11.11,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
can you predict the outcome of this chemical reaction?,2,1,9,66.04,99,1,,9,44.44,88.89,55.56,55.56,22.22,11.11,0,0,11.11,0,0,11.11,22.22,11.11,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,44.44,0,44.44,0,22.22,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,0,11.11,0,0,0,0
apply the principles of calculus to solve this differential equation.,2,1,10,99,3.95,63.35,,10,40,70,60,40,10,0,0,0,0,0,0,10,20,10,0,20,0,0,0,0,10,0,10,10,0,10,0,20,0,20,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
solve the algebraic equation for the unknown variable.,2,1,8,99,1.71,89.39,,8,50,75,62.5,37.5,0,0,0,0,0,0,0,0,25,25,0,12.5,0,0,0,0,12.5,12.5,0,12.5,0,12.5,0,37.5,0,37.5,12.5,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
illustrate the process of photosynthesis using a diagram.,2,1,8,99,,,,8,50,50,50,37.5,0,0,0,0,0,0,0,0,25,25,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
use trigonometry to determine the height of the building.,2,1,9,99,,10.18,,9,33.33,77.78,77.78,44.44,0,0,0,0,0,0,0,0,22.22,22.22,0,22.22,0,0,0,0,22.22,0,11.11,0,0,0,0,22.22,0,22.22,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
demonstrate the steps to solve a quadratic equation.,2,1,8,99,,89.39,,8,37.5,75,50,37.5,0,0,0,0,0,0,0,0,25,25,0,12.5,0,0,0,0,12.5,0,0,12.5,0,12.5,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
determine the concentration of the unknown solution using titration.,2,1,9,99,,99,,9,55.56,88.89,66.67,33.33,0,0,0,0,0,0,0,0,22.22,22.22,0,11.11,0,0,0,0,22.22,11.11,0,11.11,0,11.11,0,55.56,0,55.56,33.33,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
model the behavior of gas particles using the kinetic theory.,2,1,10,99,,7.03,,10,30,50,40,30,0,0,0,0,0,0,0,0,20,20,0,10,0,0,0,0,10,0,0,0,0,0,0,20,0,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0
how can you experiment to prove the law of conservation of energy?,2,1,12,97.04,98.75,3.81,,12,16.67,83.33,66.67,58.33,8.33,8.33,0,0,8.33,0,0,0,8.33,8.33,0,25,8.33,8.33,0,0,16.67,0,0,8.33,0,0,8.33,33.33,0,33.33,16.67,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0
show how to calculate the volume of a cylinder.,2,1,9,99,,10.18,,9,22.22,88.89,77.78,55.56,0,0,0,0,0,0,0,0,22.22,22.22,0,22.22,0,11.11,0,0,0,0,22.22,0,0,0,0,11.11,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0
examine the data to identify patterns and trends.,2,1,8,98.55,,89.39,,8,37.5,62.5,37.5,37.5,0,0,0,0,0,0,0,0,12.5,12.5,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0
modify the parameters in the simulation to observe changes in the outcome.,2,1,12,99,,89.39,,12,41.67,75,50,50,0,0,0,0,0,0,0,0,25,25,0,25,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,0,16.67,8.33,0,0,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0
